year,diss date,Date,site,trt,BC,stem #,stem diam bottom (mm), main stem length (cm),Total Meja,Meja/100 cm,infested,diam top (mm),Tip of Stem broken,side branches (cm),No. empty chambers,total chamber length,live adults,dead adults,dead larvae,dead pupae,parasitoid,live pupa,live larva,Total No. adults
2012,12/7/12,12/3/12,West,Release,1,1,7.8,64,21,32.8,1,2.6,b,,4,,-,-,0,,,,,17
2012,12/8/12,12/3/12,West,Release,1,2,8.2,57.5,46,80,1,2.2,b,,2,,-,-,0,,,,,44
2012,12/10/12,12/3/12,West,Release,1,3,6.6,33,32,97,1,2.6,b,,0,,-,-,0,,,,,32
2012,12/10/12,12/3/12,West,Release,1,4,6.4,59,30,50.8,1,2.6,b,,0,,-,-,0,,,,,30
2012,12/10/12,12/3/12,West,Release,1,5,6.5,45,31,68.9,1,3,b,,0,,-,-,0,,,,,31
2012,12/10/12,12/3/12,West,Release,1,6,7,61,21,34.4,1,2.1,b,,0,,-,-,0,,,,,21
2012,12/10/12,12/3/12,West,Release,1,7,6.8,43,15,34.9,1,1.8,b,,1,,-,-,0,,,,,14
2012,12/10/12,12/3/12,West,Release,1,8,6.8,46,41,89.1,1,1.5,b,,4,,26,11,0,,,,,37
2012,12/10/12,12/3/12,West,Release,1,9,7.4,43,29,67.4,1,4.3,b,,0,,27,2,0,,,,,29
2012,12/10/12,12/3/12,West,Release,1,10,3.9,50,1,2,1,1.1,,,0,,0,1,0,,,,,1
2012,12/11/12,12/3/12,West,Release,1,11,5,48,23,47.9,1,2.7,b,,0,,21,2,0,,,,,23
2012,12/11/12,12/3/12,West,Release,1,12,5.1,45,16,35.6,1,2.5,b,,0,,15,1,0,,,,,16
2012,12/11/12,12/3/12,West,Release,1,13,8.5,49,28,57.1,1,3.8,b,,0,,25,3,0,,,,,28
2012,12/11/12,12/3/12,West,Release,1,14,4.8,31,26,83.9,1,2.8,b,,0,,19,3,4,,,,,22
2012,12/12/12,12/3/12,West,Release,1,15,9.3,42,8,19,1,2.8,b,,0,,8,0,0,,,,,8
2012,12/12/12,12/3/12,West,Release,1,16,4.8,41,28,68.3,1,1.6,b,,0,,28,0,0,,,,,28
2012,12/12/12,12/3/12,West,Release,1,17,6.6,36,3,8.3,1,2.2,b,,0,,3,0,0,,,,,3
2012,12/12/12,12/3/12,West,Release,1,18,6.9,41,53,129.3,1,2.8,b,,0,,53,0,0,,,,,53
2012,12/12/12,12/3/12,West,Release,1,19,7.5,47,1,2.1,1,2.4,b,,1,,0,0,0,,,,,0
2012,12/12/12,12/3/12,West,Release,1,20,5.3,35,8,22.9,1,1.9,b,,1,,7,0,0,,,,,7
2012,12/12/12,12/3/12,West,Release,1,21,5,33,21,63.6,1,1.6,,,4,,12,5,0,,,,,17
2012,12/12/12,12/3/12,West,Release,1,22,4.5,42,10,23.8,1,1.1,,,0,,10,0,0,,,,,10
2012,12/12/12,12/3/12,West,Release,1,23,3.4,27,12,44.4,1,1.2,,,0,,12,0,0,,,,,12
2012,12/12/12,12/3/12,West,Release,1,24,4.3,31,21,67.7,1,1.6,,,0,,21,0,0,,,,,21
2012,12/12/12,12/3/12,West,Release,1,25,6.5,37,6,16.2,1,1.6,,,0,,6,0,0,,,,,6
2012,12/13/12,12/3/12,West,Release,1,26,4.8,41,10,24.4,1,1.3,,,0,,10,0,0,,,,,10
2012,12/13/12,12/3/12,West,Release,1,27,6.1,43,18,41.9,1,3.6,b,,0,,18,0,0,,,,,18
2012,12/13/12,12/3/12,West,Release,1,28,5.2,40,20,50,1,2.6,b,,0,,16,2,2,,,,,18
2012,12/13/12,12/3/12,West,Release,1,29,6.1,34,17,50,1,2,b,,0,,17,0,0,,,,,17
2012,12/14/12,12/3/12,West,Release,1,30,6.4,27.5,22,80,1,3.5,b,,0,,22,0,0,,,,,22
2012,12/14/12,12/3/12,West,Release,1,31,5.7,40,13,32.5,1,3.1,b,,0,,13,0,0,,,,,13
2012,12/14/12,12/3/12,West,Release,1,32,4.2,34,17,50,1,2.2,b,,1,,15,1,0,,,,,16
2012,12/14/12,12/3/12,West,Release,1,33,6.1,35,11,31.4,1,1.6,b,,1,,9,1,0,,,,,10
2012,12/14/12,12/3/12,West,Release,1,34,4.5,43,9,20.9,1,1.4,b,,6,,2,1,0,,,,,3
2012,12/14/12,12/3/12,West,Release,1,35,4.3,36,6,16.7,1,1.1,b,,0,,0,0,6,,,,,0
2012,12/14/12,12/3/12,West,Release,1,36,6.2,34,9,26.5,1,1.2,b,,2,,7,0,0,,,,,7
2012,12/20/12,12/3/12,West,Release,1,37,3.6,27,7,25.9,1,1.5,,,2,,5,0,0,,,,,5
2012,12/20/12,12/3/12,West,Release,1,38,4.7,38,14,36.8,1,2.1,b,,4,,7,2,1,,,,,9
2012,12/20/12,12/3/12,West,Release,1,39,4.6,31,9,29,1,1.2,,,1,,6,1,1,,,,,7
2012,12/20/12,12/3/12,West,Release,1,40,5.3,38,27,71.1,1,2.1,b,,6,,21,0,0,,,,,21
2012,12/20/12,12/3/12,West,Release,1,41,3.2,41,11,26.8,1,1.6,b,,2,,9,0,0,,,,,9
2012,12/20/12,12/3/12,West,Release,1,42,4,30,10,33.3,1,1.7,b,,2,,8,0,0,,,,,8
2012,12/20/12,12/3/12,West,Release,1,43,5.1,22,23,104.5,1,2.3,b,,0,,23,0,0,,,,,23
2012,12/20/12,12/3/12,West,Release,1,44,5.5,33,7,21.2,1,1.2,b,,3,,-1,1,4,,,,,0
2012,12/20/12,12/3/12,West,Release,1,45,3,25,5,20,1,2,,,4,,1,0,0,,,,,1
2012,12/21/12,12/3/12,West,Release,1,46,4.6,36,15,41.7,1,1.2,b,,8,,7,0,0,,,,,7
2012,12/21/12,12/3/12,West,Release,1,47,8.1,44,14,31.8,1,1.8,b,,5,,9,0,0,,,,,9
2012,12/21/12,12/3/12,West,Release,1,48,3.5,21,28,133.3,1,1.6,b,,2,,26,0,0,,,,,26
2012,12/21/12,12/3/12,West,Release,1,49,5.5,36,6,16.7,0,1.9,b,,1,,5,0,0,,,,,5
2012,12/21/12,12/3/12,West,Release,1,50,4.1,36,21,58.3,1,2,,,6,,15,0,0,,,,,15
2012,12/31/12,12/3/12,USFS-West,Check,1,1,4.8,85,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,12/31/12,12/3/12,USFS-West,Check,1,2,3.4,68,0,0,0,0.4,,,0,,0,0,0,,,,,0
2012,12/31/12,12/3/12,USFS-West,Check,1,3,9.3,87,0,0,0,2.9,b,,0,,0,0,0,,,,,0
2012,12/31/12,12/3/12,USFS-West,Check,1,4,4.1,81,0,0,0,0.6,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,5,7.6,93,0,0,0,1.2,b,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,6,5.4,73,0,0,0,0.3,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,7,5.3,103,0,0,0,0.2,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,8,5.3,65,0,0,0,0.9,b,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,9,4,101,0,0,0,0.4,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,10,7.3,85,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,11,3.7,46,0,0,0,0.7,b,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,12,4.2,65,0,0,0,0.7,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,13,3.6,72,0,0,0,0.2,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,14,3.8,66,0,0,0,0.4,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,15,4.5,76,4,5.3,1,0.6,,,0,,1,0,3,,,,,1
2012,1/2/13,12/3/12,USFS-West,Check,1,16,5.4,61,0,0,0,1.6,,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,17,3.8,61,0,0,0,1.6,b,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,18,5.5,57,0,0,0,1.5,b,,0,,0,0,0,,,,,0
2012,1/2/13,12/3/12,USFS-West,Check,1,19,7.2,58,0,0,0,1.6,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,20,8.1,85,0,0,0,2.1,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,21,3.2,75,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,22,3.9,51,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,23,4.1,66,2,3,1,1,b,,0,,1,0,1,,,,,1
2012,1/7/13,12/3/12,USFS-West,Check,1,24,5.1,83,0,0,0,1.1,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,25,6.1,95,0,0,0,0.3,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,26,5.7,70,0,0,0,0.6,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,27,4,49,1,2,1,1.5,b,,0,,1,0,0,,,,,1
2012,1/7/13,12/3/12,USFS-West,Check,1,28,3.9,55,0,0,0,0.2,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,29,4.1,89,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,30,4.4,90,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,31,4.8,61,0,0,0,1,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,32,4.3,52,3,5.8,1,0.5,,,0,,3,0,0,,,,,3
2012,1/7/13,12/3/12,USFS-West,Check,1,33,2.5,47,0,0,0,0.6,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,34,5.6,85,0,0,0,0.8,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,35,9,79,0,0,0,2.6,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,36,8.6,96,0,0,0,2.3,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,37,5,67,4,6,1,0.6,,,0,,4,0,0,,,,,4
2012,1/7/13,12/3/12,USFS-West,Check,1,38,5.6,64,0,0,0,0.7,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,39,4.2,66,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,40,4.8,62,0,0,0,1.5,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,41,4.8,83,0,0,0,0.9,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,42,4.8,75,0,0,0,0.3,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,43,2.7,48,0,0,0,0.6,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,44,5.4,73,0,0,0,1.1,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,45,3.4,83,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,46,6.3,69,0,0,0,1.7,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,47,5,63,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,48,2.7,63,0,0,0,0.4,,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,49,4.1,60,0,0,0,1.7,b,,0,,0,0,0,,,,,0
2012,1/7/13,12/3/12,USFS-West,Check,1,50,4.6,83,0,0,0,1.2,b,,0,,0,0,0,,,,,0
2012,1/9/13,12/3/12,USFS-South,Check,0,1,4.3,88,1,1.1,1,0.9,,,0,,1,0,0,,,,,1
2012,1/9/13,12/3/12,USFS-South,Check,0,2,6.2,94,0,0,0,0.7,,,0,,0,0,0,,,,,0
2012,1/9/13,12/3/12,USFS-South,Check,0,3,6.6,79,0,0,0,1.3,b,,0,,0,0,0,,,,,0
2012,1/9/13,12/3/12,USFS-South,Check,0,4,5.2,50,16,32,1,2,b,,0,,16,0,0,,,,,16
2012,1/9/13,12/3/12,USFS-South,Check,0,5,3,39,2,5.1,1,0.9,,,0,,2,0,0,,,,,2
2012,1/9/13,12/3/12,USFS-South,Check,0,6,4.7,88,0,0,0,0.9,,,0,,0,0,0,,,,,0
2012,1/9/13,12/3/12,USFS-South,Check,0,7,3.3,38,4,10.5,1,0.6,,,0,,4,0,0,,,,,4
2012,1/9/13,12/3/12,USFS-South,Check,0,8,7.4,69,0,0,0,1.4,b,,0,,0,0,0,,,,,0
2012,1/10/13,12/3/12,USFS-South,Check,0,9,2.5,45,1,2.2,1,0.6,,,0,,1,0,0,,,,,1
2012,1/10/13,12/3/12,USFS-South,Check,0,10,8.8,82,0,0,0,2.6,b,,0,,0,0,0,,,,,0
2012,1/10/13,12/3/12,USFS-South,Check,0,11,6.7,90,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/10/13,12/3/12,USFS-South,Check,0,12,6.2,67,4,6,1,1.2,b,,0,,4,0,0,,,,,4
2012,1/11/13,12/3/12,USFS-South,Check,0,13,3.3,51,0,0,0,0.9,,,0,,0,0,0,,,,,0
2012,1/11/13,12/3/12,USFS-South,Check,0,14,4.7,61,9,14.8,1,0.7,,,1,,8,0,0,,,,,8
2012,1/11/13,12/3/12,USFS-South,Check,0,15,3.5,51,1,2,1,1.2,b,,0,,1,0,0,,,,,1
2012,1/11/13,12/3/12,USFS-South,Check,0,16,4,42,9,21.4,1,1.5,b,,0,,9,0,0,,,,,9
2012,1/14/13,12/3/12,USFS-South,Check,0,17,3.3,53,3,5.7,1,0.8,b,,0,,3,0,0,,,,,3
2012,1/15/13,12/3/12,USFS-South,Check,0,18,6.2,57,6,10.5,1,1.6,b,,0,,6,0,0,,,,,6
2012,1/15/13,12/3/12,USFS-South,Check,0,19,3.1,45,0,0,0,1.3,b,,0,,0,0,0,,,,,0
2012,1/15/13,12/3/12,USFS-South,Check,0,20,8.2,65,0,0,0,2.3,b,,0,,0,0,0,,,,,0
2012,1/15/13,12/3/12,USFS-South,Check,0,21,3.1,43,2,4.7,1,0.7,b,,0,,2,0,0,,,,,2
2012,1/15/13,12/3/12,USFS-South,Check,0,22,3.1,39,10,25.6,1,0.8,,,0,,10,0,0,,,,,10
2012,1/15/13,12/3/12,USFS-South,Check,0,23,6.4,32,3,9.4,1,2.6,b,,0,,3,0,0,,,,,3
2012,1/15/13,12/3/12,USFS-South,Check,0,24,2.9,40,3,7.5,1,0.7,,,0,,3,0,0,,,,,3
2012,1/15/13,12/3/12,USFS-South,Check,0,25,4.2,72,4,5.6,1,0.8,,,0,,4,0,0,,,,,4
2012,1/15/13,12/3/12,USFS-South,Check,0,26,3.3,34,10,29.4,1,0.7,,,0,,10,0,0,,,,,10
2012,1/15/13,12/3/12,USFS-South,Check,0,27,4.1,47,2,4.3,1,0.7,b,,0,,2,0,0,,,,,2
2012,1/15/13,12/3/12,USFS-South,Check,0,28,5,57,7,12.3,1,0.6,,,0,,7,0,0,,,,,7
2012,1/15/13,12/3/12,USFS-South,Check,0,29,3.4,67,0,0,0,0.3,,,0,,0,0,0,,,,,0
2012,1/15/13,12/3/12,USFS-South,Check,0,30,5.8,62,1,1.6,1,0.9,b,,1,,0,0,0,,,,,0
2012,1/15/13,12/3/12,USFS-South,Check,0,31,3.8,54,0,0,0,0.6,b,,0,,0,0,0,,,,,0
2012,1/15/13,12/3/12,USFS-South,Check,0,32,2.6,38,5,13.2,1,0.6,b,,1,,3,0,1,,,,,3
2012,1/15/13,12/3/12,USFS-South,Check,0,33,7.2,42,1,2.4,1,0.8,,,0,,1,0,0,,,,,1
2012,1/16/13,12/3/12,USFS-South,Check,0,34,7.4,35,1,2.9,1,1.9,b,,0,,0,0,1,,,,,0
2012,1/16/13,12/3/12,USFS-South,Check,0,35,4.9,25,5,20,1,2,b,,0,,5,0,0,,,,,5
2012,1/16/13,12/3/12,USFS-South,Check,0,36,6.2,40,1,2.5,1,2.2,b,,0,,1,0,0,,,,,1
2012,1/16/13,12/3/12,USFS-South,Check,0,37,4.6,43,10,23.3,1,1.8,b,,0,,10,0,0,,,,,10
2012,1/16/13,12/3/12,USFS-South,Check,0,38,6.2,71,0,0,0,1.1,b,,0,,0,0,0,,,,,0
2012,1/16/13,12/3/12,USFS-South,Check,0,39,8,75,3,4,1,3,b,,1,,2,0,0,,,,,2
2012,1/16/13,12/3/12,USFS-South,Check,0,40,6.5,48,5,10.4,1,0.5,,,1,,4,0,0,,,,,4
2012,1/16/13,12/3/12,USFS-South,Check,0,41,3.4,56,1,1.8,1,0.3,,,0,,1,0,0,,,,,1
2012,1/16/13,12/3/12,USFS-South,Check,0,42,7,67,8,11.9,1,1.9,b,,0,,8,0,0,,,,,8
2012,1/16/13,12/3/12,USFS-South,Check,0,43,3.3,51,1,2,1,0.7,,,0,,1,0,0,,,,,1
2012,1/16/13,12/3/12,USFS-South,Check,0,44,2.9,39,0,0,0,0.6,,,0,,0,0,0,,,,,0
2012,1/16/13,12/3/12,USFS-South,Check,0,45,4.2,38,5,13.2,1,0.4,,,3,,2,0,0,,,,,2
2012,1/16/13,12/3/12,USFS-South,Check,0,46,3.1,32,7,21.9,1,0.8,b,,0,,7,0,0,,,,,7
2012,1/16/13,12/3/12,USFS-South,Check,0,47,3.1,34,6,17.6,1,1.6,b,,0,,6,0,0,,,,,6
2012,1/16/13,12/3/12,USFS-South,Check,0,48,3.8,37,5,13.5,1,1.4,b,,0,,5,0,0,,,,,5
2012,1/16/13,12/3/12,USFS-South,Check,0,49,2.2,36,0,0,0,0.3,,,0,,0,0,0,,,,,0
2012,1/16/13,12/3/12,USFS-South,Check,0,50,3.1,31,1,3.2,1,1.6,b,,0,,1,0,0,,,,,1
2012,1/17/13,12/3/12,USFS-North,Check,1,1,6.6,107,0,0,0,0.6,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,2,5.7,92,0,0,0,0.4,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,3,6.8,110,0,0,0,0.6,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,4,6.3,86,0,0,0,1.5,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,5,2.8,67,3,4.5,1,0.2,,,0,,3,0,0,,,,,3
2012,1/17/13,12/3/12,USFS-North,Check,1,6,6.8,92,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,7,4.1,64,4,6.3,1,0.4,b,,0,,4,0,0,,,,,4
2012,1/17/13,12/3/12,USFS-North,Check,1,8,3.3,46,0,0,0,0.3,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,9,3.5,64,0,0,0,0.9,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,10,3.7,51,2,3.9,1,1.4,b,,0,,2,0,0,,,,,2
2012,1/17/13,12/3/12,USFS-North,Check,1,11,6.3,76,0,0,0,1,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,12,3.8,78,9,11.5,1,0.5,,,0,,9,0,0,,,,,9
2012,1/17/13,12/3/12,USFS-North,Check,1,13,3.4,67,3,4.5,1,1.1,b,,0,,3,0,0,,,,,3
2012,1/17/13,12/3/12,USFS-North,Check,1,14,5.7,72,1,1.4,1,1.2,b,,0,,1,0,0,,,,,1
2012,1/17/13,12/3/12,USFS-North,Check,1,15,5.3,73,3,4.1,1,1.2,b,,0,,3,0,0,,,,,3
2012,1/17/13,12/3/12,USFS-North,Check,1,16,2.8,49,1,2,1,0.5,b,,0,,1,0,0,,,,,1
2012,1/17/13,12/3/12,USFS-North,Check,1,17,7.2,100,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,18,4.2,74,0,0,0,,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,19,5.6,75,0,0,0,0.5,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,20,5.6,100,1,1,1,0.7,,,0,,1,0,0,,,,,1
2012,1/17/13,12/3/12,USFS-North,Check,1,21,6.4,93,0,0,0,0.9,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,22,4.2,62,4,6.5,1,0.8,,,0,,4,0,0,,,,,4
2012,1/17/13,12/3/12,USFS-North,Check,1,23,6.2,58,0,0,0,0.9,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,24,4.4,46,0,0,0,0.9,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,25,4.9,65,4,6.2,1,0.6,,,0,,4,0,0,,,,,4
2012,1/17/13,12/3/12,USFS-North,Check,1,26,6.9,82,0,0,0,2,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,27,4.4,72,1,1.4,1,0.7,,,0,,1,0,0,,,,,1
2012,1/17/13,12/3/12,USFS-North,Check,1,28,5,69,6,8.7,1,1.4,b,,0,,6,0,0,,,,,6
2012,1/17/13,12/3/12,USFS-North,Check,1,29,3.9,64,7,10.9,1,0.4,,,0,,7,0,0,,,,,7
2012,1/17/13,12/3/12,USFS-North,Check,1,30,8,98,0,0,0,0.4,,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,31,3.7,58,0,0,0,0.8,b,,0,,0,0,0,,,,,0
2012,1/17/13,12/3/12,USFS-North,Check,1,32,5.2,51,1,2,1,1.2,,,0,,1,0,0,,,,,1
2012,1/24/13,12/3/12,USFS-North,Check,1,33,8.3,77,1,1.3,1,0.9,b,,0,,1,0,0,,,,,1
2012,1/24/13,12/3/12,USFS-North,Check,1,34,8.1,91,5,5.5,1,1.2,b,,5,,0,0,0,,,,,0
2012,1/24/13,12/3/12,USFS-North,Check,1,35,5.2,78,8,10.3,1,1.7,b,,0,,8,0,0,,,,,8
2012,1/24/13,12/3/12,USFS-North,Check,1,36,3.8,53,0,0,0,0.9,b,,0,,0,0,0,,,,,0
2012,1/25/13,12/3/12,USFS-North,Check,1,37,4.9,54,0,0,0,1.1,,,0,,0,0,0,,,,,0
2012,1/25/13,12/3/12,USFS-North,Check,1,38,4.9,68,2,2.9,1,1,b,,0,,2,0,0,,,,,2
2012,1/25/13,12/3/12,USFS-North,Check,1,39,5.3,67,1,1.5,1,1.2,,,0,,1,0,0,,,,,1
2012,1/25/13,12/3/12,USFS-North,Check,1,40,8.8,96,0,0,0,1.8,b,,0,,0,0,0,,,,,0
2012,1/25/13,12/3/12,USFS-North,Check,1,41,3.9,65,0,0,0,1.1,,,0,,0,0,0,,,,,0
2012,1/25/13,12/3/12,USFS-North,Check,1,42,3.8,64,3,4.7,1,1.3,b,,0,,3,0,0,,,,,3
2012,1/25/13,12/3/12,USFS-North,Check,1,43,4.2,71,0,0,0,1.4,b,,0,,0,0,0,,,,,0
2012,1/25/13,12/3/12,USFS-North,Check,1,44,3.3,51,0,0,0,0.9,,,0,,0,0,0,,,,,0
2012,1/25/13,12/3/12,USFS-North,Check,1,45,7.2,51,1,2,1,2.1,b,,0,,1,0,0,,,,,1
2012,1/25/13,12/3/12,USFS-North,Check,1,46,5,53,2,3.8,1,1.8,b,,0,,2,0,0,,,,,2
2012,1/25/13,12/3/12,USFS-North,Check,1,47,3.4,53,4,7.5,1,0.4,,,0,,4,0,0,,,,,4
2012,1/25/13,12/3/12,USFS-North,Check,1,48,3.2,57,0,0,0,0.8,b,,0,,0,0,0,,,,,0
