year,diss date,Date,site,trt,BC,stem #,stem diam bottom (mm), main stem length (cm),Total Meja,Meja/100 cm,infested,diam top (mm),Tip of Stem broken,side branches (cm),No. empty chambers,total chamber length,live adults,dead adults,dead larvae,dead pupae,parasitoid,live pupa,live larva,Total No. adults
2013,11/15/13,11/7/13,East,Release,0,11,2.8,16.5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,12,1.4,5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,13,2.2,10,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,14,1.8,11,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,15,2,4,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,16,1.9,2,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,17,2.1,13,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,18,2.4,5,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,19,1.6,13,0,0,0,,,,0,,,,,,,,,0
2013,11/15/13,11/7/13,East,Release,0,20,2.7,8,0,0,0,,,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,1,7,91,0,0,0,,b,8,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,7,4.2,38,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,8,5.3,45,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,9,6.7,56,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,11,7.3,54,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,12,8.8,70,0,0,0,,b,49,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,14,4.5,55,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,15,4.4,78,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,16,5.3,57,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,20,6.4,47,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,21,6.2,44,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,24,5.6,66,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,25,5.5,49,0,0,0,,b,33,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,29,5.2,68,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,30,8.4,59,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,34,5.4,48,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,35,7.3,58,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,37,6.8,45,0,0,0,,b,45,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,38,2.8,40,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,41,3.4,34,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,42,6,43,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,43,2.7,17,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,45,7.5,32,0,0,0,,b,87,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,52,5,53,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,53,3.2,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,56,3.3,27,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,57,4.1,31,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,58,6.3,39,0,0,0,,b,79,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,59,9.1,70,0,0,0,,b,116,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,65,3.8,74,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,66,5.5,46,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,69,4.3,49,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,73,6.3,61,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,76,5.7,44,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,77,3.7,60,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,78,7.6,58,0,0,0,,b,128,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,79,6.1,52,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,80,7.6,50,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,81,5.9,42,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,82,6.6,48,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,88,3.7,33,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,89,7.9,59,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,90,6.6,48,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,100,5.1,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,104,3.8,28,0,0,0,,b,32,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,105,5.6,57,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,106,5.8,34,0,0,0,,b,37,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,107,6.8,46,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,108,4.9,49,0,0,0,,b,13,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,123,5.4,34,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,124,5.1,36,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,125,4.1,45,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,126,6.3,35,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,127,5.2,33,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,128,2.6,27,4,14.8,1,,b,,4,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,129,4.5,28,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,130,6.2,32,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,131,4.1,33,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,132,4.9,32,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,133,3.5,17,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,134,2.9,22,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,135,2.3,13,0,0,0,,b,,0,,,,,,,,,0
2014,6/10/15,5/18/15,Center,Release,0,136,3.1,24,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,2,4.5,38,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,5,6,77,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,6,5.8,84,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,10,4.7,28,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,11,4.8,28,1,3.6,1,,b,28,1,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,12,3.5,36,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,13,3.9,29,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,14,4.6,23,0,0,0,,b,16,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,15,3.6,18,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,16,7.7,54,6,11.1,1,,b,,6,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,18,4,34,2,5.9,1,,b,,2,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,21,4.5,30,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,22,10.8,10,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,23,3,38,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,24,4,31,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,25,5.7,47,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,27,5.2,32,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,35,5,73,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,36,8.8,68,0,0,0,,b,23,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,37,3,27,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,41,7.6,64,0,0,0,,b,129,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,42,7.3,65,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,43,5.6,61,0,0,0,,b,28,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,44,3.4,30,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,46,4.8,49,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,47,3.5,28,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,48,4.4,51,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,49,3.6,21,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,52,5.1,44,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,54,7,49,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,55,3.4,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,56,3.7,44,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,57,5.2,40,0,0,0,,b,25,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,58,3.6,54,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,59,2.7,42,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,60,2.9,22,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,61,3.8,27,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,62,6.8,52,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,63,7.6,57,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,67,9.2,67,0,0,0,,b,30,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,71,5.3,30,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,72,5.9,64,0,0,0,,b,41,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,73,6.7,57,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,74,6,41,0,0,0,,b,9,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,75,6.5,46,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,79,5.4,59,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,83,6.7,62,0,0,0,,b,35,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,84,6.2,67,0,0,0,,b,86,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,85,8.1,63,0,0,0,,b,47,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,88,6.2,44,0,0,0,,b,33,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,90,4.8,43,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,91,3.4,23,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,92,5.3,47,0,0,0,,b,22,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,99,3.9,31,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,100,4.8,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,101,7.5,64,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,111,3.1,36,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,112,5.9,25,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,115,5.3,47,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,116,5.8,38,0,0,0,,b,46,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,117,3.3,25,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,118,7.3,79,0,0,0,,b,50,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,119,7.5,81,0,0,0,,b,45,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,120,6.8,70,0,0,0,,b,76,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,125,5,34,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,126,5.5,39,0,0,0,,b,24,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,127,4.8,62,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,128,3.1,23,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,129,3.1,26,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,133,3.4,49,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,134,6.7,54,0,0,0,,b,19,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,135,7.6,57,0,0,0,,b,41,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,136,6.5,66,0,0,0,,b,17,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,137,7.7,70,0,0,0,,b,53,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,138,4,54,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,139,3.9,42,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,140,3.5,30,0,0,0,,b,,0,,,,,,,,,0
2014,6/16/15,5/18/15,West,Release,1,141,3.2,29,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,4,3.9,31,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,5,5.6,68,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,9,9,78,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,13,4.3,49,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,14,6.6,52,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,21,8.7,62,0,0,0,,b,58,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,22,6.7,57,0,0,0,,b,83,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,23,4.4,28,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,24,4.4,32,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,27,4.7,50,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,28,3.4,35,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,29,2.2,43,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,30,3,34,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,37,4.1,38,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,38,3.9,46,0,0,0,,b,33,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,39,5,69,0,0,0,,b,31,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,44,2.7,36,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,48,3.3,38,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,52,2.9,38,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,53,3.5,30,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,54,3.4,29,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,58,2.1,32,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,59,6.4,67,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,62,7.7,58,0,0,0,,b,44,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,66,4.6,60,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,67,4.8,49,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,68,4.4,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,69,5.6,67,0,0,0,,b,47,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,71,3.6,36,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,80,4.9,42,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,81,5.5,46,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,82,6.8,56,0,0,0,,b,18,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,86,4.8,52,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,87,3.1,36,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,90,2.5,14,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,93,6.8,59,0,0,0,,b,73,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,94,5.1,55,0,0,0,,b,13,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,95,3.5,26,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,98,6.5,51,0,0,0,,b,46,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,102,5.8,26,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,105,5.3,41,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,106,4.2,35,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,113,4.3,57,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,114,5.1,45,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,116,4.2,48,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,119,5.5,47,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,120,6.5,66,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,121,4.8,63,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,124,4.3,52,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,125,4.7,61,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,126,5.3,44,0,0,0,,b,32,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,130,5.1,55,0,0,0,,b,,0,,,,,,,,,0
2014,6/26/15,5/18/15,East,Release,0,131,4,43,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,6,3,40,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,11,4,24,0,0,0,,b,66,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,12,4.2,35,0,0,0,,b,59,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,13,5.3,31,0,0,0,,b,22,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,15,6,24,0,0,0,,b,60,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,17,5,63,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,18,4.3,58,0,0,0,,b,30,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,19,8.2,32,0,0,0,,b,110,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,24,4.4,31,0,0,0,,b,53,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,25,4.7,34,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,29,3.4,35,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,30,3.4,48,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,31,2.4,51,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,32,3.1,42,0,0,0,,b,,0,,,,,,,,,0
2014,7/16/15,5/19/15,USFS-South,Check,0,33,2.6,39,0,0,0,,b,,0,,,,,,,,,0
2014,7/23/15,5/19/15,USFS-North,Check,1,1,4.1,31,0,0,0,,b,49,0,,,,,,,,,0
2014,7/23/15,5/19/15,USFS-North,Check,1,6,5.2,50,0,0,0,,b,,0,,,,,,,,,0
2014,7/23/15,5/19/15,USFS-North,Check,1,18,6.1,51,0,0,0,,b,55,0,,,,,,,,,0
2014,7/23/15,5/19/15,USFS-North,Check,1,20,4.7,63,0,0,0,,b,,0,,,,,,,,,0
2014,7/23/15,5/19/15,USFS-North,Check,1,22,5.3,35,0,0,0,,b,22,0,,,,,,,,,0
2014,7/23/15,5/19/15,USFS-North,Check,1,25,6.2,51,0,0,0,,b,,0,,,,,,,,,0
2014,7/23/15,5/19/15,USFS-North,Check,1,26,3.7,38,0,0,0,,b,41,0,,,,,,,,,0
