year,diss date,Date,site,trt,BC,stem #,stem diam bottom (mm), main stem length (cm),Total Meja,Meja/100 cm,infested,diam top (mm),Tip of Stem broken,side branches (cm),No. empty chambers,total chamber length,live adults,dead adults,dead larvae,dead pupae,parasitoid,live pupa,live larva,Total No. adults
2016,11/22/17,6/5/17,USFS-South,Check,0,11,5,62,0,0,0,,,,0,,,,,,,,,0
2016,11/22/17,6/5/17,USFS-South,Check,0,12,4.6,54,0,0,0,,,,0,,,,,,,,,0
2016,11/22/17,6/5/17,USFS-South,Check,0,13,4.1,51,0,0,0,,,,0,,,,,,,,,0
2016,11/22/17,6/5/17,USFS-South,Check,0,14,3.7,51,0,0,0,,,,0,,,,,,,,,0
2016,11/22/17,6/5/17,USFS-South,Check,0,15,3.1,47,0,0,0,,,,0,,,,,,,,,0
2017,10/11/18,6/13/18,Center,Release,0,1,6.5,111,3,2.7,1,,,,3,26.9,,0,,,,,,0
2017,10/11/18,6/13/18,Center,Release,0,2,7.5,61,14,23,1,,,,12,107.3,,2,,,,,,2
2017,10/11/18,6/13/18,Center,Release,0,3,7.4,67,18,26.9,1,,,,16,145.5,,2,,,,,,2
2017,10/11/18,6/13/18,Center,Release,0,4,8.3,51,24,47.1,1,,,,22,184.1,,2,,,,,,2
2017,10/11/18,6/13/18,Center,Release,0,5,6.7,72,33,45.8,1,,,,28,260.9,,5,,,,,,5
2017,10/11/18,6/13/18,Center,Release,0,6,4.7,47,39,83,1,,,,30,266.5,,9,,,,,,9
2017,10/11/18,6/13/18,Center,Release,0,7,4.7,58,25,43.1,1,,,,24,180.6,,1,,,,,,1
2017,10/11/18,6/13/18,Center,Release,0,8,5.8,32,19,59.4,1,,,,17,139.3,,2,,,,,,2
2017,10/11/18,6/13/18,Center,Release,0,9,4.7,24,14,58.3,1,,,,14,114.8,,,,,,,,0
2017,10/11/18,6/13/18,Center,Release,0,10,4.6,42,28,66.7,1,,,,21,170,,7,,,,,,7
2017,10/11/18,6/13/18,Center,Release,0,11,4.4,26,19,73.1,1,,,,16,140.7,,3,,,,,,3
2017,10/11/18,6/13/18,Center,Release,0,12,3.6,34,16,47.1,1,,,,16,105.8,,,,,,,,0
2017,10/11/18,6/13/18,Center,Release,0,13,4.9,31,15,48.4,1,,,,14,95.6,,1,,,,,,1
2017,10/11/18,6/13/18,Center,Release,0,14,5.6,33,8,24.2,1,,,,8,50.5,,,,,,,,0
2017,10/11/18,6/13/18,Center,Release,0,15,4.1,28,16,57.1,1,,,,16,111.7,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,1,6.2,41,26,63.4,1,,,,13,196.7,,13,,,,,,13
2017,10/5/18,6/13/18,East,Release,0,2,7.7,132,33,25,1,,,,27,256.8,,5,,1,,,,5
2017,10/5/18,6/13/18,East,Release,0,3,6.1,65,17,26.2,1,,,,13,110.2,,1,,3,,,,1
2017,10/5/18,6/13/18,East,Release,0,4,7.7,100,15,15,1,,,,12,104.2,,3,,,,,,3
2017,10/5/18,6/13/18,East,Release,0,5,6.4,43,12,27.9,1,,,,11,91.7,,1,,,,,,1
2017,10/5/18,6/13/18,East,Release,0,6,6.3,53,8,15.1,1,,,,8,60.1,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,7,8,63,21,33.3,1,,,,19,132.2,,2,,,,,,2
2017,10/5/18,6/13/18,East,Release,0,8,3.3,30,6,20,1,,,,6,40.3,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,9,3.5,29,6,20.7,1,,,,6,44.2,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,10,4.4,27,7,25.9,1,,,,5,53.9,,2,,,,,,2
2017,10/5/18,6/13/18,East,Release,0,11,3.7,30,3,10,1,,,,3,14.9,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,12,4.3,42,10,23.8,1,,,,10,69.8,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,13,4.7,50,8,16,1,,,,8,62,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,14,4.3,42,2,4.8,1,,,,2,15.3,,,,,,,,0
2017,10/5/18,6/13/18,East,Release,0,15,4.1,74,9,12.2,1,,,,8,71.9,,1,,,,,,1
2017,10/22/18,6/13/18,West,Release,1,1,5.6,61,10,16.4,1,,,,9,70.6,,1,,,,,,1
2017,10/22/18,6/13/18,West,Release,1,2,5.4,72,12,16.7,1,,,,8,70.2,,4,,,,,,4
2017,10/22/18,6/13/18,West,Release,1,3,6.7,43,10,23.3,1,,,,5,85,,5,,,,,,5
2017,10/22/18,6/13/18,West,Release,1,4,6.7,50,26,52,1,,,,22,166.9,,4,,,,,,4
2017,10/22/18,6/13/18,West,Release,1,5,3.8,58,25,43.1,1,,,,20,191.5,,5,,,,,,5
2017,10/22/18,6/13/18,West,Release,1,6,4.8,59,18,30.5,1,,,,17,120.1,,1,,,,,,1
2017,10/22/18,6/13/18,West,Release,1,7,8.9,85,28,32.9,1,,,,22,196.3,,6,,,,,,6
2017,10/22/18,6/13/18,West,Release,1,8,5.6,32,13,40.6,1,,,,10,102.1,,3,,,,,,3
2017,10/22/18,6/13/18,West,Release,1,9,8.2,77,37,48.1,1,,,,36,321.4,,1,,,,,,1
2017,10/22/18,6/13/18,West,Release,1,10,4.8,43,11,25.6,1,,,,8,62.7,,2,,1,,,,2
2017,10/22/18,6/13/18,West,Release,1,11,6.2,76,3,3.9,1,,,,3,25.1,,,,,,,,0
2017,10/22/18,6/13/18,West,Release,1,12,6.8,51,20,39.2,1,,,,17,144.8,,3,,,,,,3
2017,10/22/18,6/13/18,West,Release,1,13,7.1,88,22,25,1,,,,20,179.4,,2,,,,,,2
2017,10/22/18,6/13/18,West,Release,1,14,9.4,87,60,69,1,,,,54,394.1,,6,,,,,,6
2017,10/22/18,6/13/18,West,Release,1,15,4.4,48,8,16.7,1,,,,7,56.9,,1,,,,,,1
2017,10/17/18,6/13/18,USFS-North,Check,1,1,7.9,106,62,58.5,1,,,,52,429.5,,8,,2,,,,8
2017,10/17/18,6/13/18,USFS-North,Check,1,2,4.1,61,21,34.4,1,,,,20,159.1,,1,,,,,,1
2017,10/17/18,6/13/18,USFS-North,Check,1,3,5,72,17,23.6,1,,,,17,101.9,,,,,,,,0
2017,10/17/18,6/13/18,USFS-North,Check,1,4,5.3,31,38,122.6,1,,,,27,236.3,,11,,,,,,11
2017,10/17/18,6/13/18,USFS-North,Check,1,5,4.4,50,22,44,1,,,,18,146.1,,4,,,,,,4
2017,10/17/18,6/13/18,USFS-North,Check,1,6,6.3,99,14,14.1,1,,,,14,123.7,,,,,,,,0
2017,10/17/18,6/13/18,USFS-North,Check,1,7,3.3,38,8,21.1,1,,,,7,67.4,,,,1,,,,0
2017,10/17/18,6/13/18,USFS-North,Check,1,8,5.3,116,35,30.2,1,,,,28,255.9,,7,,,,,,7
2017,10/17/18,6/13/18,USFS-North,Check,1,9,4.2,59,21,35.6,1,,,,17,142.6,,4,,,,,,4
2017,10/17/18,6/13/18,USFS-North,Check,1,10,4.1,34,10,29.4,1,,,,7,59.4,,3,,,,,,3
2017,10/17/18,6/13/18,USFS-North,Check,1,11,4.3,34,10,29.4,1,,,,10,63.2,,,,,,,,0
2017,10/17/18,6/13/18,USFS-North,Check,1,12,4.2,38,4,10.5,1,,,,4,25.6,,,,,,,,0
2017,10/17/18,6/13/18,USFS-North,Check,1,13,7,87,12,13.8,1,,,,11,87.6,,1,,,,,,1
2017,10/17/18,6/13/18,USFS-North,Check,1,14,3.4,30,10,33.3,1,,,,10,92.9,,,,,,,,0
2017,10/17/18,6/13/18,USFS-North,Check,1,15,4.4,37,13,35.1,1,,,,13,81.1,,,,,,,,0
2017,10/5/18,6/13/18,USFS-South,Check,0,1,3.3,43,1,2.3,1,,,,1,2,,,,,,,,0
2017,10/5/18,6/13/18,USFS-South,Check,0,2,4.7,57,1,1.8,1,,,,1,1,,,,,,,,0
2017,10/5/18,6/13/18,USFS-South,Check,0,3,3.7,34,1,2.9,1,,,,1,1,,,,,,,,0
2017,10/5/18,6/13/18,USFS-South,Check,0,4,3.2,22,0,0,0,,,,0,0,,,,,,,,0
2017,10/5/18,6/13/18,USFS-South,Check,0,5,3.4,29,1,3.4,1,,,,1,2,,,,,,,,0
2017,10/5/18,6/13/18,USFS-South,Check,0,6,1.1,30,1,3.3,1,,,,1,1,,,,,,,,0
2017,10/5/18,6/13/18,USFS-South,Check,0,7,1.9,20,0,0,0,,,,0,0,,,,,,,,0
2017,10/11/18,6/13/18,USFS-West,Check,1,1,4.3,53,9,17,1,,,,7,90.4,,2,,,,,,2
2017,10/11/18,6/13/18,USFS-West,Check,1,2,3.9,43,3,7,1,,,,3,28.3,,0,,,,,,0
2017,10/11/18,6/13/18,USFS-West,Check,1,3,5,48,13,27.1,1,,,,7,109.7,,6,,,,,,6
2017,10/11/18,6/13/18,USFS-West,Check,1,4,5.1,84,9,10.7,1,,,,7,80.4,,2,,,,,,2
2017,10/11/18,6/13/18,USFS-West,Check,1,5,6,50,6,12,1,,,,6,63.8,,0,,,,,,0
2017,10/11/18,6/13/18,USFS-West,Check,1,6,6.3,48,19,39.6,1,,,,17,140.3,,2,,,,,,2
2017,10/11/18,6/13/18,USFS-West,Check,1,7,4.4,73,33,45.2,1,,,,26,218.4,,4,,3,,,,4
2017,10/11/18,6/13/18,USFS-West,Check,1,8,5.5,45,25,55.6,1,,,,13,146.8,,9,,3,,,,9
2017,10/11/18,6/13/18,USFS-West,Check,1,9,4.8,37,14,37.8,1,,,,14,90.1,,,,,,,,0
2017,10/11/18,6/13/18,USFS-West,Check,1,10,3.5,96,10,10.4,1,,,,10,60.8,,,,,,,,0
2017,10/11/18,6/13/18,USFS-West,Check,1,11,7.3,30,4,13.3,1,,,,4,17.7,,,,,,,,0
2017,10/11/18,6/13/18,USFS-West,Check,1,12,2.9,39,12,30.8,1,,,,8,89.2,,3,,1,,,,3
2017,10/11/18,6/13/18,USFS-West,Check,1,13,3.1,26,8,30.8,1,,,,7,74.4,,1,,,,,,1
2017,10/11/18,6/13/18,USFS-West,Check,1,14,4.9,65,14,21.5,1,,,,6,93.4,,8,,,,,,8
2017,10/11/18,6/13/18,USFS-West,Check,1,15,4,20,9,45,1,,,,9,55.1,,,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,1,7.7,96,1,1,1,,,,0,,,1,,,,,,1
2018,8/22/19,5/8/19,East,Release,0,2,7.4,77,6,7.8,1,,b,,6,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,3,11.2,88,2,2.3,1,,b,,1,,,1,,,,,,1
2018,8/22/19,5/8/19,East,Release,0,4,8.5,93,2,2.2,1,,b,,2,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,5,7.5,111,5,4.5,1,,,,5,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,6,6.9,87,0,0,0,,b,,0,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,7,8.9,125,6,4.8,1,,,,5,,,1,,,,,,1
2018,8/22/19,5/8/19,East,Release,0,8,7.3,99,2,2,1,,,,2,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,9,7.8,120,1,0.8,1,,,,1,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,10,5.1,106,5,4.7,1,,,,5,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,11,7.1,86,4,4.7,1,,b,,4,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,12,7.9,102,7,6.9,1,,b,,7,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,13,8.5,103,1,1,1,,b,,1,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,14,5.9,72,4,5.6,1,,b,,4,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,15,10.5,99,2,2,1,,b,,2,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,16,7,77,0,0,0,,b,,0,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,17,6.5,89,0,0,0,,b,,0,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,18,6.3,104,0,0,0,,b,,0,,,0,,,,,,0
2018,8/22/19,5/8/19,East,Release,0,19,6.7,113,1,0.9,1,,,,0,,,1,,,,,,1
2018,8/27/19,5/8/19,West,Release,1,1,6.2,97,3,3.1,1,,,,1,,,2,,,,,,2
2018,8/27/19,5/8/19,West,Release,1,2,7.9,80,0,0,0,2.1,b,,0,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,3,9.2,122,1,0.8,1,2.4,b,,1,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,4,6.4,80,2,2.5,1,,,,2,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,5,6.2,87,8,9.2,1,,,,7,,,1,,,,,,1
2018,8/27/19,5/8/19,West,Release,1,6,10.8,63,1,1.6,1,5.8,b,,1,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,7,4.2,61,8,13.1,1,,,,7,,,1,,,,,,1
2018,8/27/19,5/8/19,West,Release,1,8,5.5,84,5,6,1,,,,2,,,2,,1,,,,2
2018,8/27/19,5/8/19,West,Release,1,9,9.4,86,1,1.2,1,1.6,b,,1,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,10,7,107,3,2.8,1,,,,2,,,1,,,,,,1
2018,8/27/19,5/8/19,West,Release,1,11,7.8,107,4,3.7,1,,,,3,,,1,,,,,,1
2018,8/27/19,5/8/19,West,Release,1,12,8,72,1,1.4,1,3.5,b,,0,,,1,,,,,,1
2018,8/27/19,5/8/19,West,Release,1,13,5.5,80,18,22.5,1,1.2,b,,12,,,6,,,,,,6
2018,8/27/19,5/8/19,West,Release,1,14,8.4,111,0,0,0,,,,0,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,15,6.9,99,5,5.1,1,,,,4,,,1,,,,,,1
2018,8/27/19,5/8/19,West,Release,1,16,9.4,87,15,17.2,1,,,,15,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,17,7,64,14,21.9,1,3.2,b,,14,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,18,10.8,71,0,0,0,4.8,b,,0,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,19,10.9,92,0,0,0,2.8,b,,0,,,0,,,,,,0
2018,8/27/19,5/8/19,West,Release,1,20,12.2,73,0,0,0,4.5,b,,0,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,1,5.2,67,37,55.2,1,,,,23,,1,7,,6,,,,8
2018,8/29/19,5/9/19,Center,Release,0,2,7.2,99,1,1,1,,,,1,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,3,6.9,102,1,1,1,,,,1,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,4,6.5,54,6,11.1,1,3.6,b,,5,,,1,,,,,,1
2018,8/29/19,5/9/19,Center,Release,0,5,4.5,32,7,21.9,1,2.7,c,,5,,,1,,1,,,,1
2018,8/29/19,5/9/19,Center,Release,0,6,5.2,46,4,8.7,1,3.4,c,,2,,,1,,1,,,,1
2018,8/29/19,5/9/19,Center,Release,0,7,5,42,4,9.5,1,3.3,b,,4,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,8,6.8,97,2,2.1,1,,,,1,,,1,,,,,,1
2018,8/29/19,5/9/19,Center,Release,0,9,6.2,53,6,11.3,1,3.5,b,,5,,,1,,,,,,1
2018,8/29/19,5/9/19,Center,Release,0,10,7.3,115,8,7,1,1.6,b,,6,,,2,,,,,,2
2018,8/29/19,5/9/19,Center,Release,0,11,11.1,118,1,0.8,1,,,,1,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,12,9.3,98,0,0,0,2.5,b,,0,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,13,9.6,135,0,0,0,,,,0,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,14,5.1,78,2,2.6,1,,,,2,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,15,7.2,90,27,30,1,1.4,b,,23,,,4,,,,,,4
2018,8/29/19,5/9/19,Center,Release,0,16,8.6,79,1,1.3,1,3,b,,1,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,17,7.9,94,0,0,0,,,,0,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,18,9.8,120,6,5,1,,,,6,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,19,7.8,115,0,0,0,,,,0,,,0,,,,,,0
2018,8/29/19,5/9/19,Center,Release,0,20,9.8,76,18,23.7,1,3.4,b,,13,,,3,,2,,,,3
2018,8/27/19,5/10/19,USFS-West,Check,1,1,4.1,8,1,12.5,1,3.8,b,,1,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,2,4.3,40,18,45,1,2.3,b,,15,,,1,,2,,,,1
2018,8/27/19,5/10/19,USFS-West,Check,1,3,5.9,53,19,35.8,1,1.5,b,,17,,,2,,,,,,2
2018,8/27/19,5/10/19,USFS-West,Check,1,4,9.1,121,2,1.7,1,,,,2,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,5,3.8,44,20,45.5,1,1.2,b,,18,,,1,,1,,,,1
2018,8/27/19,5/10/19,USFS-West,Check,1,6,8,52,0,0,0,4,b,,0,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,7,6.6,74,17,23,1,,,,17,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,8,7,67,1,1.5,1,2.6,b,,1,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,9,6.4,77,20,26,1,7.6,b,,20,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,10,5.1,66,34,51.5,1,,,,30,,,3,,1,,,,3
2018,8/27/19,5/10/19,USFS-West,Check,1,11,6.8,82,0,0,0,,,,0,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,12,7.8,46,7,15.2,1,5.3,b,,7,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,13,5.8,49,8,16.3,1,3.2,b,,7,,,1,,,,,,1
2018,8/27/19,5/10/19,USFS-West,Check,1,14,3.9,49,8,16.3,1,0.9,b,,8,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,15,5.5,74,14,18.9,1,2.3,b,,13,,,0,,1,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,16,7,101,9,8.9,1,,,,8,,,0,,1,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,17,7.6,45,2,4.4,1,4.5,b,,2,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,18,7.7,100,1,1,1,,,,1,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,19,9.4,77,9,11.7,1,3,b,,9,,,0,,,,,,0
2018,8/27/19,5/10/19,USFS-West,Check,1,20,5.2,38,13,34.2,1,,,,9,,,3,,1,,,,3
2018,8/27/19,5/10/19,USFS-West,Check,1,21,4.3,39,0,0,0,,,,0,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,1,5,44,4,9.1,1,3.4,c,,4,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,2,5.6,45,0,0,0,4.5,c,,0,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,3,5.5,40,8,20,1,4.2,c,,5,,,3,,,,,,3
2018,8/23/19,5/9/19,USFS-South,Check,0,4,3.5,41,0,0,0,2.5,c,,0,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,5,5.1,48,18,37.5,1,2.2,b,,13,,,4,,1,,,,4
2018,8/23/19,5/9/19,USFS-South,Check,0,6,4.5,35,6,17.1,1,3.9,c,,5,,,1,,,,,,1
2018,8/23/19,5/9/19,USFS-South,Check,0,7,5,40,11,27.5,1,3.9,c,,10,,,1,,,,,,1
2018,8/23/19,5/9/19,USFS-South,Check,0,8,4.9,38,8,21.1,1,3.8,b,,6,,,0,,2,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,9,4.7,32,23,71.9,1,4.2,c,,18,,,5,,,,,,5
2018,8/23/19,5/9/19,USFS-South,Check,0,10,7,46,6,13,1,4.1,b,,4,,,1,,1,,,,1
2018,8/23/19,5/9/19,USFS-South,Check,0,11,6,54,14,25.9,1,3.5,b,,11,,,3,,,,,,3
2018,8/23/19,5/9/19,USFS-South,Check,0,12,6.3,103,5,4.9,1,,,,4,,,0,,1,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,13,6.4,73,6,8.2,1,3.8,b,,6,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,14,3.8,53,19,35.8,1,2.3,b,,16,,,2,,1,,,,2
2018,8/23/19,5/9/19,USFS-South,Check,0,15,4.9,54,6,11.1,1,2.8,b,,4,,,1,,1,,,,1
2018,8/23/19,5/9/19,USFS-South,Check,0,16,5.6,67,8,11.9,1,2.6,c,,8,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,17,5.1,81,0,0,0,1.4,b,,0,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,18,6.9,62,11,17.7,1,3.3,c,,11,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,19,7.5,67,1,1.5,1,1.7,b,,1,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,20,5.8,62,1,1.6,1,3.5,b,,1,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,21,4.6,50,0,0,0,3.4,c,,0,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-South,Check,0,22,8.7,124,20,16.1,1,1.8,b,,17,,1,0,,2,,,,1
2018,8/23/19,5/9/19,USFS-South,Check,0,23,9.1,98,9,9.2,1,2.5,b,,8,,,1,,,,,,1
2018,8/23/19,5/9/19,USFS-North,Check,1,1,3.7,18,6,33.3,1,3.6,c,,6,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,2,7.5,38,5,13.2,1,6.2,c,,3,,,2,,,,,,2
2018,8/23/19,5/9/19,USFS-North,Check,1,3,4.7,36,10,27.8,1,4.6,c,,5,,,1,,4,,,,1
2018,8/23/19,5/9/19,USFS-North,Check,1,4,6.8,54,6,11.1,1,5,c,,6,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,5,5.3,22,2,9.1,1,4.9,c,,1,,,0,,1,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,6,5.7,43,6,14,1,4.4,c,,3,,,3,,,,,,3
2018,8/23/19,5/9/19,USFS-North,Check,1,7,6.5,54,0,0,0,5.4,b,,0,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,8,6.2,55,2,3.6,1,5.7,c,,1,,,1,,,,,,1
2018,8/23/19,5/9/19,USFS-North,Check,1,9,5.5,37,5,13.5,1,4.3,c,,5,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,10,6.1,49,1,2,1,4.7,c,,1,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,11,7.6,48,0,0,0,6.5,b,,0,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,12,6,41,10,24.4,1,5.3,c,,8,,,2,,,,,,2
2018,8/23/19,5/9/19,USFS-North,Check,1,13,5.7,40,1,2.5,1,3.4,c,,1,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,14,6.7,58,8,13.8,1,4.1,c,,7,,,1,,,,,,1
2018,8/23/19,5/9/19,USFS-North,Check,1,15,6.7,50,7,14,1,3.9,c,,7,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,16,4.5,46,8,17.4,1,,,,6,,,2,,,,,,2
2018,8/23/19,5/9/19,USFS-North,Check,1,17,5.3,51,1,2,1,2.1,b,,0,,,1,,,,,,1
2018,8/23/19,5/9/19,USFS-North,Check,1,18,6.8,109,4,3.7,1,,,,4,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,19,6.9,104,1,1,1,,,,1,,,0,,,,,,0
2018,8/23/19,5/9/19,USFS-North,Check,1,20,7.1,96,2,2.1,1,,,,2,,,0,,,,,,0